Id,name,author,relicTime,descriptoin,imageUrl,moreUrl
188,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/25068/0_preview.jpg,http://collection.imamuseum.org/artwork/25068/
189,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/25069/0_preview.jpg,http://collection.imamuseum.org/artwork/25069/
190,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/37550/0_preview.jpg,http://collection.imamuseum.org/artwork/37550/
191,"  China, It's Scenery, Architecture, Social Habits, & c. Illustrated (The Chinese Empire Illustrated), 2 vols.  Thomas Allom (English, 1804-1872)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Thomas H. and Virginia K. Thompson;donated to the Indianapolis Museum of Art in 1985      ,http://collection.imamuseum.org/artwork/74397/0_preview.jpg,http://collection.imamuseum.org/artwork/74397/
192,  crouching feline  Unknown       Not Currently on View   Image Licensing   ,null,null,"       Provenance      Keith Uhl Clary, Indianapolis, Indiana; given to Indianapolis Museum of Art in 1986 (1986.259). {1} {1} IMA Temporary Receipt No.5956.      ",http://collection.imamuseum.org/artwork/24729/0_preview.jpg,http://collection.imamuseum.org/artwork/24729/
193,"  March in Jiangnan  Song Wenzhi (Chinese, 1919-1999)       Not Currently on View   Image Licensing   ",null,null,"       Gallery Label   Provenance      江南三月 The artist’s inscription tells us that one day in the summer of 1983 he painted a scene of a March day around the foothills of Dongting Island, at the southern end of Lake Tai in Jiangsu Province: 江南三月癸亥夏日寫於蘇州洞庭東山之麓 Groves of flowering trees nestled within low hillocks lead the eye to a bucolic scene of houses on the shore and boats in the distance. Sōng specialized in landscape painting, but he studied advertising art in Shanghai when he was young. He attended Suzhou Art Training Institute and taught at the secondary school and university levels. He was director of the China Artists Association, and he is represented in several national collections.   Mr. and Mrs. F.M. Aker; given to the Indianapolis Museum of Art in 1986      ",http://collection.imamuseum.org/artwork/75613/0_preview.jpg,http://collection.imamuseum.org/artwork/75613/
194,"  cake stand from the Bracquemond-Rousseau Table Service  Félix Bracquemond, Designer (French, 1833-1914) Lebeuf Milliet et Cie, Manufacturer (French) Eugène Rousseau, Modeler (French, 1827-1891)       Currently on View in H205.c10   Image Licensing   ",null,null,       Provenance      Mrs. Hiram W. McKee [1907-2005];donated to the Indianapolis Museum fo Art in 1986      ,http://collection.imamuseum.org/artwork/33070/0_preview.jpg,http://collection.imamuseum.org/artwork/33070/
195,"  suit (jacket, halter top, skirt)  Halston, Designer (American, 1932-1990)       Not Currently on View   Image Licensing   ",null,null,"       Provenance      Elizabeth Weymouth [b. 1943], New York, New York; through (Cora Ginsburg, Inc., Tarrytown, New York); given to the Indianapolis Museum of Art in 1986.      ",http://collection.imamuseum.org/artwork/14488/0_preview.jpg,http://collection.imamuseum.org/artwork/14488/
196,"  evening ensemble (top, skirt, belt)  Halston, Designer (American, 1932-1990)       Not Currently on View   Image Licensing   ",null,null,"       Provenance      Elizabeth Weymouth [b. 1943], New York, New York; through (Cora Ginsburg, Inc., Tarrytown, New York); given to the Indianapolis Museum of Art in 1986.      ",http://collection.imamuseum.org/artwork/32276/0_preview.jpg,http://collection.imamuseum.org/artwork/32276/
197,"  calligraphy  Dokuryū (Japanese, 1596-1672)       Not Currently on View   Image Licensing   ",null,null,"       Gallery Label   Provenance      書 Because of his profound understanding, Zhao Zhou could use the word “mu.” The word mu 無 (nothing) refers to the fundamental Buddhist teaching that “all is nothingness.” Zen practitioners seek to realize this experientially rather than conceptually. Questions, or koan, posed by a master play a vital role in the process. The calligraphy here refers to the first of the koan compiled in China by Wumen Huikai (1183–1260) in a collection called the Gateless Gate. A monk asked the Zen master Zhao Zhou (8th century) if a dog possesses Buddha-nature. Zhao Zhou answered, “Mu.”   Purchased by the Indianapolis Museum of Art in 1986.      ",http://collection.imamuseum.org/artwork/69988/0_preview.jpg,http://collection.imamuseum.org/artwork/69988/
198,"  day dress (dress, belt, scarf)  Mainbocher, Designer (American, 1890-1976)       Not Currently on View   Image Licensing   ",null,null,       Provenance      Benigno A. Ramirez; given to the Indianapolis Museum of Art in 1986.      ,http://collection.imamuseum.org/artwork/14490/0_preview.jpg,http://collection.imamuseum.org/artwork/14490/
199,  covered ewer with bird appliques  Tang dynasty       Not Currently on View   Image Licensing   ,null,null,"       Gallery Label      IMA has one of the largest comprehensive collections of ceramics from the southern city of Changsha, Hunan Province. Changsha ceramics were shipped over 1,000 years ago to places as distant as Japan, Philippines, and Egypt making them perhaps the earliest trade ceramics. Changsha ceramics are the earliest underglazed painted ceramics in China's long tradition of glazed pictorial ceramics. Changsha ware has not been found in Chinese tombs, but it has been found in areas where foreigners lived. Some elements of decoration, such as arcs, poetic inscriptions and stripes were rare before this time in China and also existed on contemporary Islamic ceramics. It is not clear which country's art influenced the other's.      ",http://collection.imamuseum.org/artwork/6325/0_preview.jpg,http://collection.imamuseum.org/artwork/6325/
200,  ewer with deer design  Tang dynasty       Currently on View in K306.c9   Image Licensing   ,null,null,"       Gallery Label      IMA has one of the largest comprehensive collections of ceramics from the southern city of Changsha, Hunan Province. Changsha ceramics were shipped over 1,000 years ago to places as distant as Japan, Philippines, and Egypt making them perhaps the earliest trade ceramics. Changsha ceramics are the earliest underglazed painted ceramics in China's long tradition of glazed pictorial ceramics. Changsha ware has not been found in Chinese tombs, but it has been found in areas where foreigners lived. Some elements of decoration, such as arcs, poetic inscriptions and stripes were rare before this time in China and also existed on contemporary Islamic ceramics. It is not clear which country's art influenced the other's.      ",http://collection.imamuseum.org/artwork/31672/0_preview.jpg,http://collection.imamuseum.org/artwork/31672/
201,  ewer with foliage and bird design  Unknown       Not Currently on View   Image Licensing   ,null,null,null,http://collection.imamuseum.org/artwork/22976/0_preview.jpg,http://collection.imamuseum.org/artwork/22976/
202,  towered pavilion  Eastern Han dynasty       Currently on View in K306.p2   Image Licensing   ,null,null,"       Provenance      (Galaxie Art and Gift Company, Hong Kong, China); purchased by the Indianapolis Museum of Art, in 1987.      ",http://collection.imamuseum.org/artwork/31674/0_preview.jpg,http://collection.imamuseum.org/artwork/31674/
203,"  Orchids, Bamboo, Roses and Rock  Chen Yi (Chinese)       Not Currently on View   Image Licensing   ",null,null,"       Gallery Label      蘭竹月季與石 崇楨乙亥仲秋古吳女史陳懿寫 During the Chongzhen reign in the yihai year [1635] at mid-autumn, the lady of ancient Wu, Chen Yi sketched [this].  The origin of painting is attributed to Lei 嫘, the younger sister of the legendary emperor Shun 舜 (about 2200 bce). Because painting was an elite pastime, many wives and daughters had the opportunity to paint, and many of their works were collected and recorded throughout the history of painting in China. During the middle and second half of the 1600s, there was a high concentration of women artists in the area around Suzhou, Jiangsu province, which was the area of the ancient kingdom of Wu.      ",http://collection.imamuseum.org/artwork/75669/0_preview.jpg,http://collection.imamuseum.org/artwork/75669/
204,"  plate  Meissen Porcelain Manufactory, Manufacturer (German) Attributed to Christian Friederich Herold, Decorator (German, 1700-1779)       Not Currently on View   Image Licensing   ",null,null,"       Related Text   Provenance      Indianapolis Museum of Art: Highlights of the Collection (2005) By the 1600s, Chinese porcelain was widely known among Europeans, who considered it as precious as gold. Yet the secret of its manufacture eluded them until 1709, when Johann Friedrich Böttger, an alchemist indentured to Augustus the Strong, elector of Saxony and king of Poland, created a highly glazed, translucent white porcelain. Böttger yearned for his freedom, but his discovery was so important that it was an affair of state and, much to his chagrin, he was appointed the first director of the Meissen Porcelain Manufactory-the first in Europe to produce hard-paste porcelain objects.The IMA's plate dates to the early years of the Meissen operation, when its most beautiful works were those decorated in enamels under the direction of Johann Gregor Herold, or Höroldt, who was in charge of the painting department until his retirement in 1765. Among other surface ornamentation, Herold introduced chinoiserie, the decorative motifs based, as the name suggests, on Chinese and other Asian themes, for which Meissen became famous. The IMA's plate, decorated with chinoiserie elements in the center and European landscape and harbor scenes around its rim, is associated with the work of Christian Friedrich Herold, or Höroldt, one of the major artists at the manufactory and possibly a cousin of Johann Gregor. The reverse of the plate displays Meissen's trademark crossed swords in underglaze blue.[I]n one sense [Böttger] made gold, because the great [sales] of that ware bring a great deal of money into the country.-Baron Carl Ludwig Von Poellnitz, 1737   Arthur Kauffman, Frankfort am Main, Germany and London, England; (Rosenberg & Stiebel, Inc., New York New York); purchased by the Indianapolis Museum of Art at Newfields in 1988.      ",http://collection.imamuseum.org/artwork/37738/0_preview.jpg,http://collection.imamuseum.org/artwork/37738/
